PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional,MVP
5,4,1,1,0,0,0,0,0,0,0,0,0.25,0.4,0.25,0.65,82.0,1.0,0,1,0,0,0,allenlo01,0
5,4,1,1,0,0,0,0,0,0,0,0,0.25,0.4,0.25,0.65,82.0,1.0,0,1,0,0,0,allenlo01,0
38,31,11,9,3,1,1,4,0,0,7,8,0.29,0.421,0.548,0.969,149.0,17.0,1,0,0,0,0,almonab01,0
5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,almonye01,0
363,339,41,80,11,1,12,32,2,1,16,62,0.236,0.271,0.381,0.651,67.0,129.0,8,1,5,2,4,almoral01,0
693,597,103,155,30,2,53,120,1,0,72,183,0.26,0.358,0.583,0.941,147.0,348.0,13,21,0,3,6,alonspe01,0
335,292,34,58,13,0,10,37,0,1,39,70,0.199,0.296,0.346,0.641,68.0,101.0,13,2,0,2,3,alonsyo01,0
251,219,23,39,6,0,7,27,0,1,29,53,0.178,0.275,0.301,0.576,55.0,66.0,8,1,0,2,2,alonsyo01,0
84,73,11,19,7,0,3,10,0,0,10,17,0.26,0.357,0.479,0.837,103.0,35.0,5,1,0,0,1,alonsyo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,altavda01,0
66,61,8,5,2,0,1,3,0,0,3,25,0.082,0.136,0.164,0.3,-21.0,10.0,1,1,0,1,0,altheaa01,0
30,29,2,1,1,0,0,1,0,0,1,9,0.034,0.067,0.069,0.136,-65.0,2.0,1,0,0,0,0,altheaa01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,altheaa01,0
35,31,6,4,1,0,1,2,0,0,2,15,0.129,0.2,0.258,0.458,22.0,8.0,0,1,0,1,0,altheaa01,0
548,500,89,149,27,3,31,74,6,5,41,82,0.298,0.353,0.55,0.903,131.0,275.0,19,3,1,3,0,altuvjo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,alvarjo03,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,alvarjo02,0
369,313,58,98,26,0,27,78,0,0,52,94,0.313,0.412,0.655,1.067,173.0,205.0,9,2,0,2,4,alvaryo01,0
5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,alzolad01,0
8,8,1,4,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1.0,175.0,4.0,0,0,0,0,0,anderbr04,0
520,459,57,120,33,1,20,66,5,1,44,114,0.261,0.342,0.468,0.811,112.0,215.0,15,14,0,3,1,anderbr06,0
44,40,1,4,1,0,0,1,0,0,2,24,0.1,0.143,0.125,0.268,-29.0,5.0,0,0,2,0,0,anderch01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,anderdr02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,anderju01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,anderni01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,anderni01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,anderni01,0
28,25,0,2,1,0,0,0,0,0,0,19,0.08,0.115,0.12,0.235,-37.0,3.0,0,1,2,0,0,andersh01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,anderta01,0
518,498,81,167,32,0,18,56,17,5,15,109,0.335,0.357,0.508,0.865,128.0,253.0,12,3,0,2,0,anderti01,0
8,7,1,1,0,0,0,0,0,0,0,4,0.143,0.143,0.143,0.286,-29.0,1.0,1,0,1,0,0,anderty01,0
6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,andrima01,0
648,600,81,165,27,4,12,72,31,8,34,96,0.275,0.313,0.393,0.707,78.0,236.0,16,4,0,10,1,andruel01,0
49,47,1,6,0,0,0,1,0,0,1,11,0.128,0.143,0.128,0.271,-26.0,6.0,4,0,0,1,0,andujmi01,0
225,205,31,53,8,0,19,47,7,0,16,60,0.259,0.316,0.576,0.891,119.0,118.0,5,2,0,2,2,aquinar01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,aranovi01,0
41,35,1,4,0,0,0,2,0,0,3,19,0.114,0.184,0.114,0.298,-18.0,4.0,0,0,3,0,0,archech01,0
546,494,51,110,16,1,15,59,8,5,43,109,0.223,0.283,0.35,0.633,64.0,173.0,15,1,2,6,5,arciaor01,0
662,588,102,185,31,2,41,118,3,2,62,93,0.315,0.379,0.583,0.962,131.0,343.0,14,4,0,8,11,arenano01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,armstsh01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,armstsh01,0
23,20,4,6,1,0,1,2,2,1,2,4,0.3,0.391,0.5,0.891,135.0,10.0,0,1,0,0,0,arozara01,0
366,326,54,109,20,1,4,28,2,2,36,29,0.334,0.399,0.439,0.838,124.0,143.0,2,1,0,3,1,arraelu01,0
50,45,2,7,1,0,0,4,0,0,1,19,0.156,0.174,0.178,0.352,-8.0,8.0,1,0,4,0,0,arrieja01,0
57,50,8,11,2,0,2,7,0,0,5,18,0.22,0.304,0.38,0.684,83.0,19.0,0,1,1,0,0,arroych01,0
135,122,11,24,4,0,0,4,1,1,8,28,0.197,0.258,0.23,0.487,31.0,28.0,2,2,3,0,0,arteahu01,0
204,190,28,51,9,0,4,21,0,0,5,8,0.268,0.299,0.379,0.678,79.0,72.0,6,5,0,4,0,astudwi01,0
179,154,30,29,5,1,9,24,2,0,24,67,0.188,0.296,0.409,0.705,85.0,63.0,2,0,0,1,1,austity01,0
174,150,29,28,4,1,9,24,2,0,23,64,0.187,0.293,0.407,0.7,83.0,61.0,2,0,0,1,1,austity01,0
5,4,1,1,1,0,0,0,0,0,1,3,0.25,0.4,0.5,0.9,138.0,2.0,0,0,0,0,0,austity01,0
147,130,24,24,2,1,8,20,1,0,17,57,0.185,0.279,0.4,0.679,78.0,52.0,1,0,0,0,0,austity01,0
27,20,5,4,2,0,1,4,1,0,6,7,0.2,0.37,0.45,0.82,112.0,9.0,1,0,0,1,1,austity01,0
8,7,0,2,0,0,0,1,0,0,1,3,0.286,0.375,0.286,0.661,81.0,2.0,0,0,0,0,0,aveliab01,0
201,164,22,34,8,0,9,24,1,0,36,68,0.207,0.353,0.421,0.774,100.0,69.0,8,1,0,0,7,avilaal01,0
2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,avilape01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,avilalu01,0
406,347,54,71,14,3,12,39,11,3,46,117,0.205,0.314,0.366,0.68,80.0,127.0,3,10,1,2,4,baderha01,0
561,531,89,149,38,4,29,85,11,7,28,156,0.281,0.316,0.531,0.847,115.0,282.0,16,0,0,2,3,baezja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,baezmi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,baezpe01,0
5,5,0,2,0,0,0,1,0,0,0,1,0.4,0.4,0.4,0.8,119.0,2.0,0,0,0,0,0,baileho02,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,baileho02,0
4,4,0,2,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0,175.0,2.0,0,0,0,0,0,baileho02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,banuema01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bardlu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barlosc01,0
242,212,28,43,12,1,5,25,3,0,23,56,0.203,0.293,0.34,0.633,67.0,72.0,8,5,0,2,3,barneau01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneja01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,barnema01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneto01,0
364,316,32,73,14,0,11,40,1,0,44,83,0.231,0.328,0.38,0.708,80.0,120.0,5,2,1,1,7,barnhtu01,0
10,10,0,2,1,0,0,1,0,0,0,6,0.2,0.2,0.3,0.5,30.0,3.0,0,0,0,0,0,baronst01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barraky01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barraky01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barraky01,0
2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,barretr01,0
58,57,6,7,2,0,2,5,1,0,1,23,0.123,0.138,0.263,0.401,5.0,15.0,0,0,0,0,0,barrefr02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barreaa01,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,barrija01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bashlty01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bassan01,0
5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,bassich01,0
22,19,1,3,0,0,0,0,0,0,2,12,0.158,0.238,0.158,0.396,6.0,3.0,0,0,1,0,0,bauertr01,0
6,5,0,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,6.0,1.0,0,0,1,0,0,bauertr01,0
16,14,1,2,0,0,0,0,0,0,2,9,0.143,0.25,0.143,0.393,5.0,2.0,0,0,0,0,0,bauertr01,0
423,372,46,84,16,1,12,43,3,3,45,115,0.226,0.312,0.371,0.683,78.0,138.0,3,3,0,3,0,bauerja01,0
268,249,36,66,19,1,9,46,5,0,17,33,0.265,0.317,0.458,0.775,101.0,114.0,6,2,0,0,2,beatyma01,0
240,223,29,48,13,2,6,15,3,1,13,68,0.215,0.271,0.372,0.643,68.0,83.0,6,4,0,0,0,beckhgo01,0
328,304,39,72,21,1,15,47,1,3,21,102,0.237,0.293,0.461,0.753,100.0,140.0,7,3,0,0,0,beckhti01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bednada01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bedroca01,0
43,38,2,4,0,0,0,1,0,0,3,23,0.105,0.171,0.105,0.276,-23.0,4.0,0,0,2,0,0,beedety01,0
3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,beeksja02,0
613,527,94,146,37,3,37,116,0,1,74,118,0.277,0.367,0.569,0.936,142.0,300.0,11,5,0,7,13,belljo02,0
661,558,121,170,34,3,47,115,15,5,95,108,0.305,0.406,0.629,1.035,167.0,351.0,10,3,0,4,21,bellico01,1
616,526,76,123,32,3,17,57,4,3,83,127,0.234,0.339,0.403,0.742,97.0,212.0,6,3,0,4,3,beltbr01,0
56,54,2,7,1,0,1,4,0,0,1,21,0.13,0.145,0.204,0.349,-9.0,11.0,0,0,1,0,0,bemboan01,0
5,5,0,2,1,0,0,1,0,0,0,2,0.4,0.4,0.6,1.0,165.0,3.0,0,0,0,0,0,bemboan01,0
51,49,2,5,0,0,1,3,0,0,1,19,0.102,0.12,0.163,0.283,-26.0,8.0,0,0,1,0,0,bemboan01,0
615,541,72,144,40,5,13,68,10,3,59,140,0.266,0.343,0.431,0.774,99.0,233.0,6,7,3,5,1,beninan01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bergetr01,0
5,4,1,0,0,0,0,0,0,0,1,4,0.0,0.2,0.0,0.2,-38.0,0.0,0,0,0,0,0,berrijo01,0
287,256,52,70,14,1,6,24,17,3,24,73,0.273,0.348,0.406,0.755,100.0,104.0,2,6,0,1,0,bertijo01,0
10,5,0,0,0,0,0,0,0,0,2,2,0.0,0.286,0.0,0.286,-19.0,0.0,0,0,3,0,0,bettich01,0
706,597,135,176,40,5,29,80,16,3,97,101,0.295,0.391,0.524,0.915,134.0,313.0,11,3,0,9,6,bettsmo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,biagijo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,biagijo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,biagijo01,0
212,196,32,61,18,0,11,21,4,4,14,50,0.311,0.358,0.571,0.93,144.0,112.0,2,1,0,1,0,bichebo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,biddlje01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,biddlje01,0
5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,biebesh01,0
430,354,66,83,17,2,16,48,14,0,71,123,0.234,0.364,0.429,0.793,113.0,152.0,0,2,0,2,0,biggica01,0
41,35,6,6,0,0,1,1,0,0,6,16,0.171,0.293,0.257,0.55,50.0,9.0,1,0,0,0,0,birdgr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,birdky01,0
60,56,3,6,0,0,0,4,0,0,3,21,0.107,0.153,0.107,0.26,-27.0,6.0,0,0,1,0,0,bishobr01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,blachty01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,blachty01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,blackra01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,blackra01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,blackra01,0
634,580,112,182,42,7,32,86,2,5,40,104,0.314,0.364,0.576,0.94,125.0,334.0,11,9,0,5,1,blackch02,0
50,36,6,9,1,0,1,3,0,0,10,14,0.25,0.42,0.361,0.781,103.0,13.0,1,2,0,2,0,blandal01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,blazemi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bleieri01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,blevije01,0
698,614,110,190,52,0,33,117,4,2,76,122,0.309,0.384,0.555,0.939,139.0,341.0,11,2,0,6,2,bogaexa01,0
5,5,1,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bolanro01,0
11,10,1,1,1,0,0,0,0,0,1,3,0.1,0.182,0.2,0.382,4.0,2.0,0,0,0,0,0,boltsk01,0
21,20,3,7,3,0,0,3,0,0,1,7,0.35,0.381,0.5,0.881,130.0,10.0,0,0,0,0,0,bonifjo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,boshebu01,0
356,303,47,78,17,0,11,41,5,1,44,93,0.257,0.362,0.422,0.785,104.0,128.0,11,7,0,2,4,boteda01,0
170,151,18,26,5,0,8,26,0,0,17,52,0.172,0.259,0.364,0.623,63.0,55.0,7,1,0,1,0,bourju01,0
46,44,4,4,1,0,0,2,2,0,1,15,0.091,0.109,0.114,0.222,-41.0,5.0,1,0,0,1,0,bourjpe01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bourqja01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bowmama01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,boxbebr01,0
2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,167.0,1.0,0,0,0,0,0,boydma01,0
5,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,32.0,1.0,0,0,1,0,0,brachbr01,0
5,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,32.0,1.0,0,0,1,0,0,brachbr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brachbr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bradfch02,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bradlar01,0
49,45,4,8,5,0,1,4,0,0,4,20,0.178,0.245,0.356,0.6,54.0,16.0,2,0,0,0,0,bradlbo01,0
567,494,69,111,28,3,21,62,8,6,56,155,0.225,0.317,0.421,0.738,89.0,208.0,6,12,3,2,3,bradlja02,0
637,575,88,179,40,2,22,90,3,2,51,66,0.311,0.372,0.503,0.875,126.0,289.0,21,7,0,4,3,brantmi02,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,brantro01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brasiry01,0
50,42,8,14,1,0,1,2,0,0,1,8,0.333,0.349,0.429,0.777,104.0,18.0,1,0,7,0,0,braulst01,0
508,459,70,131,31,2,22,75,11,1,34,105,0.285,0.343,0.505,0.849,116.0,232.0,15,8,0,3,1,braunry02,0
1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,436.0,1.0,0,0,0,0,0,brebbjo01,0
690,554,122,164,37,2,41,112,5,1,119,83,0.296,0.423,0.592,1.015,162.0,328.0,9,9,0,8,2,bregmal01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brennbr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,breweco01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,briceau01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,brighje01,0
248,226,15,39,9,1,0,15,1,1,13,74,0.173,0.236,0.221,0.457,23.0,50.0,8,6,2,1,1,brinsle01,0
43,39,5,3,0,1,0,2,0,0,4,17,0.077,0.163,0.128,0.291,-19.0,5.0,2,0,0,0,0,britoso01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brittza01,0
4,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,brookaa01,0
4,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,brookaa01,0
142,132,17,36,7,0,6,16,1,0,7,39,0.273,0.319,0.462,0.781,107.0,61.0,3,2,1,0,0,brossmi01,0
83,75,11,22,8,2,0,13,1,0,7,23,0.293,0.361,0.453,0.815,121.0,34.0,2,1,0,0,0,brownse01,0
228,204,24,34,4,0,6,16,10,6,20,104,0.167,0.242,0.275,0.517,39.0,56.0,5,1,1,2,0,broxtke01,0
175,155,19,27,3,0,6,14,6,5,16,82,0.174,0.253,0.31,0.563,50.0,48.0,4,1,1,2,0,broxtke01,0
53,49,5,7,1,0,0,2,4,1,4,22,0.143,0.208,0.163,0.371,2.0,8.0,1,0,0,0,0,broxtke01,0
112,103,14,21,3,0,4,9,4,1,8,49,0.204,0.261,0.35,0.611,60.0,36.0,4,0,1,0,0,broxtke01,0
63,52,5,6,0,0,2,5,2,4,8,33,0.115,0.238,0.231,0.469,29.0,12.0,0,1,0,2,0,broxtke01,0
333,310,43,67,17,0,26,59,1,0,19,82,0.216,0.261,0.523,0.784,101.0,162.0,5,1,0,3,0,bruceja01,0
184,165,27,35,11,0,14,28,1,0,16,53,0.212,0.283,0.533,0.816,114.0,88.0,1,1,0,2,0,bruceja01,0
149,145,16,32,6,0,12,31,0,0,3,29,0.221,0.235,0.51,0.745,85.0,74.0,4,0,0,1,0,bruceja01,0
634,543,108,153,35,1,31,77,4,0,74,145,0.282,0.382,0.521,0.903,132.0,283.0,10,15,0,2,1,bryankr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,buchtry01,0
66,59,5,5,0,0,1,2,0,0,4,33,0.085,0.143,0.136,0.278,-25.0,8.0,0,0,3,0,0,buehlwa01,0
76,63,4,8,0,0,2,4,0,0,9,40,0.127,0.236,0.222,0.458,24.0,14.0,0,0,4,0,0,bumgama01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bummeaa01,0
2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bundydy01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,burdini01,0
8,7,0,2,0,0,0,0,0,0,0,2,0.286,0.286,0.286,0.571,50.0,2.0,0,0,1,0,0,burneco01,0
49,43,6,7,3,0,0,3,0,0,4,14,0.163,0.229,0.233,0.462,14.0,10.0,2,0,1,1,0,buterdr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,buttrty01,0
295,271,48,71,30,4,10,46,14,3,19,68,0.262,0.314,0.513,0.827,115.0,139.0,3,2,2,1,1,buxtoby01,0
514,447,69,116,25,1,18,91,4,0,57,103,0.26,0.342,0.441,0.783,98.0,197.0,9,3,0,7,2,cabreas01,0
368,323,45,76,15,0,12,51,4,0,38,85,0.235,0.318,0.393,0.711,80.0,127.0,6,3,0,4,1,cabreas01,0
146,124,24,40,10,1,6,40,0,0,19,18,0.323,0.404,0.565,0.969,147.0,70.0,3,0,0,3,1,cabreas01,0
4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cabrege01,0
397,378,43,106,22,1,7,47,2,0,17,41,0.28,0.313,0.399,0.713,87.0,151.0,14,1,1,0,3,cabreme01,0
549,493,41,139,21,0,12,59,0,0,48,108,0.282,0.346,0.398,0.744,97.0,196.0,18,3,0,5,4,cabremi01,0
3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,79.0,1.0,0,0,0,0,0,cahiltr01,0
