PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional,MVP
599,534,84,169,29,2,13,61,17,4,55,79,0.316,0.386,0.451,0.837,130.0,241.0,17,6,3,1,4,altuvjo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,alvarjo03,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,alvarjo02,0
127,111,18,20,2,0,8,18,0,0,16,36,0.18,0.283,0.414,0.698,90.0,46.0,2,0,0,0,0,alvarpe01,0
4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,40.0,1.0,1,0,0,0,0,anderbr04,0
670,590,87,161,34,4,11,65,2,4,62,129,0.273,0.357,0.4,0.757,110.0,236.0,18,16,0,2,2,anderbr06,0
49,45,1,4,0,0,0,2,0,0,0,23,0.089,0.089,0.089,0.178,-52.0,4.0,0,0,4,0,0,anderch01,0
4,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,anderdr02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,anderju01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,anderta01,0
606,567,77,136,28,3,20,64,26,8,30,149,0.24,0.281,0.406,0.687,87.0,230.0,15,4,2,3,2,anderti01,0
60,50,7,5,0,0,0,1,0,0,3,32,0.1,0.167,0.1,0.267,-30.0,5.0,1,1,6,0,0,anderty01,0
67,61,4,14,2,0,0,4,2,0,5,19,0.23,0.284,0.262,0.546,53.0,16.0,1,0,0,1,0,andrejo03,0
6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,57.0,1.0,0,0,0,0,0,andrejo03,0
61,56,4,13,2,0,0,4,2,0,4,17,0.232,0.279,0.268,0.547,53.0,15.0,1,0,0,1,0,andrejo03,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,andrima01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,andrima01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,andrima01,0
428,395,53,101,20,3,6,33,5,3,28,66,0.256,0.308,0.367,0.675,78.0,145.0,8,3,0,2,0,andruel01,0
606,573,83,170,47,2,27,92,2,1,25,97,0.297,0.328,0.527,0.855,130.0,302.0,9,4,0,4,2,andujmi01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,aquinar01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,aranovi01,0
17,17,0,2,1,0,0,0,0,0,0,6,0.118,0.118,0.176,0.294,-20.0,3.0,1,0,0,0,0,archech01,0
17,17,0,2,1,0,0,0,0,0,0,6,0.118,0.118,0.176,0.294,-20.0,3.0,1,0,0,0,0,archech01,0
106,103,10,21,5,0,6,23,1,0,1,27,0.204,0.226,0.427,0.654,75.0,44.0,4,2,0,0,0,arciafr01,0
366,348,32,82,16,0,3,30,7,4,15,87,0.236,0.268,0.307,0.576,55.0,107.0,9,1,1,1,0,arciaor01,0
673,590,104,175,38,2,38,110,2,2,73,122,0.297,0.374,0.561,0.935,133.0,331.0,16,3,1,6,10,arenano01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,armstsh01,0
50,45,3,6,0,0,1,3,0,0,3,27,0.133,0.188,0.2,0.388,4.0,9.0,1,0,2,0,0,arrieja01,0
59,53,5,14,2,1,1,6,0,0,6,16,0.264,0.339,0.396,0.735,104.0,21.0,0,0,0,0,0,arroych01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,asheral01,0
97,93,9,33,4,1,3,21,0,0,2,3,0.355,0.371,0.516,0.887,139.0,48.0,4,1,0,1,0,astudwi01,0
218,189,15,37,8,1,2,19,1,1,24,46,0.196,0.286,0.28,0.566,59.0,53.0,5,1,1,3,1,asuajca01,0
268,244,34,56,10,0,17,47,1,2,19,95,0.23,0.287,0.48,0.767,105.0,117.0,3,2,0,3,0,austity01,0
132,121,16,27,6,0,8,23,1,1,8,53,0.223,0.28,0.471,0.751,101.0,57.0,2,2,0,1,0,austity01,0
136,123,18,29,4,0,9,24,0,1,11,42,0.236,0.294,0.488,0.782,109.0,60.0,1,0,0,2,0,austity01,0
11,11,1,3,0,0,0,0,0,0,0,3,0.273,0.273,0.273,0.545,53.0,3.0,0,0,0,0,0,aveliab01,0
234,194,13,32,6,0,7,20,0,0,37,90,0.165,0.299,0.304,0.603,61.0,59.0,4,1,0,2,2,avilaal01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,avilalu01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,avilalu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,avilalu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,axforjo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,axforjo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,axforjo01,0
427,379,61,100,20,2,12,37,15,3,31,125,0.264,0.334,0.422,0.756,106.0,160.0,1,11,2,4,3,baderha01,0
645,606,101,176,40,9,34,111,21,9,29,167,0.29,0.326,0.554,0.881,129.0,336.0,10,5,1,4,8,baezja01,0
4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,baezpe01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,baezsa01,0
34,26,0,3,0,0,0,0,0,0,1,13,0.115,0.148,0.115,0.264,-28.0,3.0,0,0,7,0,0,baileho02,0
71,64,5,12,2,0,1,1,0,0,3,23,0.188,0.268,0.266,0.533,44.0,17.0,0,4,0,0,0,bandyje01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barbajo01,0
238,200,32,41,5,0,4,14,4,3,31,67,0.205,0.329,0.29,0.619,72.0,58.0,7,6,1,0,4,barneau01,0
21,19,2,5,0,0,1,2,0,0,2,5,0.263,0.333,0.421,0.754,103.0,8.0,1,0,0,0,0,barnebr02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneda02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barnema01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneto01,0
522,460,50,114,21,3,10,46,0,4,54,96,0.248,0.328,0.372,0.699,88.0,171.0,13,2,3,3,2,barnhtu01,0
5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,11.0,1.0,0,0,0,0,0,baronst01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barraky01,0
75,73,10,17,4,0,5,16,0,0,1,29,0.233,0.253,0.493,0.746,100.0,36.0,3,1,0,0,0,barrefr02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barreja01,0
5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,1,0,0,0,0,barrija01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bashlty01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bassan01,0
3,3,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bauertr01,0
388,323,48,65,22,2,11,48,6,6,54,104,0.201,0.316,0.384,0.7,94.0,124.0,3,3,2,6,0,bauerja01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,baumabu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,baumabu01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,baumabu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bautige01,0
399,325,52,66,18,0,13,48,4,3,67,111,0.203,0.348,0.378,0.727,102.0,123.0,2,6,0,1,2,bautijo02,0
40,35,3,5,1,0,2,5,0,0,5,12,0.143,0.25,0.343,0.593,58.0,12.0,0,0,0,0,0,bautijo02,0
302,245,37,50,13,0,9,37,2,2,51,84,0.204,0.351,0.367,0.718,102.0,90.0,2,5,0,1,2,bautijo02,0
57,45,12,11,4,0,2,6,2,1,11,15,0.244,0.404,0.467,0.87,133.0,21.0,0,1,0,0,0,bautijo02,0
6,6,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,1,0,0,0,0,bautira01,0
2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,beckch02,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,beckch02,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,beckch02,0
50,44,3,8,1,0,0,1,1,0,4,11,0.182,0.25,0.205,0.455,31.0,9.0,1,0,2,0,0,beckhgo01,0
402,369,45,85,17,0,12,35,1,2,27,100,0.23,0.287,0.374,0.661,81.0,138.0,10,3,1,2,0,beckhti01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bedroca01,0
2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,beedety01,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,beeksja02,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,beeksja02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,belisma01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,belisma01,0
583,501,74,131,31,4,12,62,2,5,77,104,0.261,0.357,0.411,0.768,111.0,206.0,12,0,0,5,2,belljo02,0
632,557,84,145,28,7,25,76,14,1,69,151,0.26,0.343,0.47,0.814,120.0,262.0,7,3,0,3,9,bellico01,0
456,399,50,101,18,2,14,46,4,0,49,107,0.253,0.342,0.414,0.756,110.0,165.0,2,6,0,2,6,beltbr01,0
481,433,49,118,23,1,15,65,1,0,34,96,0.273,0.328,0.434,0.763,99.0,188.0,13,6,0,8,2,beltrad01,0
661,579,103,168,41,6,16,87,21,3,71,106,0.29,0.366,0.465,0.83,123.0,269.0,9,2,2,7,1,beninan01,0
2,2,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1.0,184.0,1.0,0,0,0,0,0,bergmch01,0
4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,berrijo01,0
15,15,2,4,1,1,0,2,1,0,0,4,0.267,0.267,0.467,0.733,97.0,7.0,0,0,0,0,0,bertijo01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,betande01,0
39,34,2,3,0,0,0,2,0,0,2,18,0.088,0.139,0.088,0.227,-40.0,3.0,0,0,3,0,0,bettich01,0
614,520,129,180,47,5,32,80,30,6,81,91,0.346,0.438,0.64,1.078,186.0,333.0,5,8,0,5,8,bettsmo01,1
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,biagijo01,0
2,2,0,1,1,0,0,1,0,0,0,0,0.5,0.5,1.0,1.5,291.0,2.0,0,0,0,0,0,biddlje01,0
5,4,0,1,1,0,0,0,0,0,1,2,0.25,0.4,0.5,0.9,142.0,2.0,0,0,0,0,0,biebesh01,0
311,272,23,54,16,1,11,38,0,0,30,78,0.199,0.286,0.386,0.672,82.0,105.0,4,5,0,4,1,birdgr01,0
34,29,0,1,0,0,0,0,0,0,2,15,0.034,0.097,0.034,0.131,-61.0,1.0,1,0,3,0,0,blachty01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,blackra01,0
2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,1,0,0,0,0,blackpa01,0
696,626,119,182,31,7,29,70,12,4,59,134,0.291,0.358,0.502,0.86,115.0,314.0,10,8,1,2,2,blackch02,0
203,189,19,41,7,3,2,12,6,2,12,58,0.217,0.262,0.317,0.58,61.0,60.0,2,0,1,1,0,blancgr01,0
147,128,14,30,4,0,1,8,0,0,13,41,0.234,0.324,0.289,0.613,67.0,37.0,4,4,2,0,1,blandal01,0
45,39,4,4,1,0,0,1,2,1,5,24,0.103,0.2,0.128,0.328,-6.0,5.0,0,0,0,1,0,blashja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bleicje01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bleieri01,0
2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0,183.0,1.0,0,0,0,0,0,blevije01,0
580,513,72,148,45,3,23,103,8,2,55,102,0.288,0.36,0.522,0.883,135.0,268.0,14,6,0,6,4,bogaexa01,0
270,236,31,53,16,2,4,23,0,1,29,71,0.225,0.312,0.36,0.672,84.0,85.0,3,2,1,2,1,bonifjo01,0
18,16,0,3,1,0,0,2,0,0,2,7,0.188,0.278,0.25,0.528,49.0,4.0,0,0,0,0,0,bostich01,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bostich01,0
16,14,0,3,1,0,0,2,0,0,2,6,0.214,0.313,0.286,0.598,68.0,4.0,0,0,0,0,0,bostich01,0
210,184,23,44,9,2,6,33,3,4,19,60,0.239,0.319,0.408,0.727,92.0,75.0,3,4,0,3,1,boteda01,0
501,423,49,96,13,1,20,59,2,0,73,124,0.227,0.341,0.404,0.746,106.0,171.0,10,2,0,3,6,bourju01,0
447,374,43,85,10,1,19,54,1,0,69,111,0.227,0.347,0.412,0.759,110.0,154.0,8,1,0,3,6,bourju01,0
54,49,6,11,3,0,1,5,1,0,4,13,0.224,0.296,0.347,0.643,72.0,17.0,2,1,0,0,0,bourju01,0
47,44,5,9,2,1,1,4,0,0,2,15,0.205,0.239,0.364,0.603,60.0,16.0,0,0,1,0,0,bourjpe01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bowmama01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,boxbebr01,0
2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,boydma01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,boyerbl01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brachbr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brachbr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brachbr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brachsi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bradlar01,0
535,474,76,111,33,4,13,59,17,1,46,137,0.234,0.314,0.403,0.717,92.0,191.0,6,11,0,4,3,bradlja02,0
631,570,89,176,36,2,17,76,12,3,48,60,0.309,0.364,0.468,0.832,124.0,267.0,15,5,1,6,0,brantmi02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brasiry01,0
21,20,0,3,1,0,0,0,0,0,1,5,0.15,0.19,0.2,0.39,8.0,4.0,0,0,0,0,0,braulst01,0
447,405,59,103,25,1,20,64,11,5,34,85,0.254,0.313,0.469,0.782,107.0,190.0,8,2,0,3,5,braunry02,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,brebbjo01,0
705,594,105,170,51,1,31,103,10,4,96,85,0.286,0.394,0.532,0.926,152.0,316.0,15,12,0,3,2,bregmal01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,breweco01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,briceau01,0
128,117,12,28,2,0,5,10,0,1,8,35,0.239,0.299,0.385,0.684,88.0,45.0,2,2,1,0,0,bricejo01,0
4,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,87.0,1.0,0,0,1,0,0,brighje01,0
406,382,31,76,10,5,11,42,2,1,17,120,0.199,0.24,0.338,0.577,58.0,129.0,6,4,0,2,2,brinsle01,0
44,40,3,7,0,0,1,3,0,1,3,9,0.175,0.227,0.25,0.477,27.0,10.0,0,0,0,1,0,britoso01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brittza01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brittza01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brittza01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brothre01,0
89,78,15,14,2,2,4,11,5,1,11,28,0.179,0.281,0.41,0.691,83.0,32.0,0,0,0,0,0,broxtke01,0
361,319,31,71,18,1,9,37,2,3,41,75,0.223,0.31,0.37,0.68,90.0,118.0,3,0,0,1,4,bruceja01,0
457,389,59,106,28,3,13,52,2,4,48,107,0.272,0.374,0.46,0.834,121.0,179.0,5,17,0,3,6,bryankr01,0
37,31,0,2,1,0,0,1,0,0,1,17,0.065,0.094,0.097,0.191,-49.0,3.0,0,0,5,0,0,buchhcl01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,buchtry01,0
47,43,1,7,0,0,0,1,0,0,2,21,0.163,0.2,0.163,0.363,1.0,7.0,0,0,2,0,0,buehlwa01,0
46,44,2,7,2,0,0,4,0,0,1,20,0.159,0.174,0.205,0.378,5.0,9.0,0,0,0,1,0,bumgama01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bummeaa01,0
5,5,1,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,12.0,1.0,0,0,0,0,0,bundydy01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,burdini01,0
1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,1,0,0,burneco01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bushma01,0
182,163,13,31,9,0,3,21,0,0,15,39,0.19,0.264,0.301,0.564,54.0,49.0,4,2,0,2,0,buterdr01,0
166,149,11,28,9,0,2,18,0,0,13,37,0.188,0.259,0.289,0.548,51.0,43.0,4,2,0,2,0,buterdr01,0
16,14,2,3,0,0,1,3,0,0,2,2,0.214,0.313,0.429,0.741,86.0,6.0,0,0,0,0,0,buterdr01,0
7,6,0,1,0,0,0,1,0,0,0,2,0.167,0.143,0.167,0.31,-17.0,1.0,0,0,0,1,0,butleda01,0
3,2,0,0,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0.0,0.0,0,0,0,0,0,butleed01,0
3,2,0,0,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0.0,0.0,0,0,0,0,0,butleed01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,butleed01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,buttrty01,0
94,90,8,14,4,0,0,4,5,0,3,28,0.156,0.183,0.2,0.383,5.0,18.0,1,0,1,0,0,buxtoby01,0
592,546,68,143,36,1,23,75,0,0,41,119,0.262,0.316,0.458,0.774,111.0,250.0,16,3,0,2,1,cabreas01,0
407,375,48,104,23,1,18,58,0,0,29,81,0.277,0.329,0.488,0.817,126.0,183.0,12,1,0,2,1,cabreas01,0
185,171,20,39,13,0,5,17,0,0,12,38,0.228,0.286,0.392,0.678,80.0,67.0,4,2,0,0,0,cabreas01,0
278,250,28,70,17,0,6,39,1,1,20,38,0.28,0.335,0.42,0.755,103.0,105.0,10,3,0,5,0,cabreme01,0
157,134,17,40,11,0,3,22,0,0,22,27,0.299,0.395,0.448,0.843,128.0,60.0,6,0,0,1,4,cabremi01,0
620,539,90,166,25,2,10,38,30,7,71,94,0.308,0.395,0.417,0.813,119.0,225.0,10,8,0,2,1,cainlo01,0
552,491,71,102,18,2,19,57,6,2,53,133,0.208,0.283,0.369,0.652,79.0,181.0,9,1,0,6,2,calhoko01,0
108,99,8,22,5,0,2,11,0,0,6,24,0.222,0.269,0.333,0.602,58.0,33.0,2,1,0,2,0,calhowi01,0
524,464,63,126,27,1,19,76,1,1,51,108,0.272,0.349,0.457,0.806,115.0,212.0,13,6,0,3,4,camarjo01,0
619,539,78,121,28,3,19,54,3,2,66,160,0.224,0.317,0.393,0.71,91.0,212.0,4,9,0,5,1,candeje01,0
411,365,60,91,22,0,17,52,1,2,34,88,0.249,0.328,0.449,0.778,114.0,164.0,11,10,0,2,3,canhama01,0
348,310,44,94,22,0,10,50,0,0,32,47,0.303,0.374,0.471,0.845,136.0,146.0,9,4,0,2,2,canoro01,0
200,181,21,42,7,0,2,21,0,0,12,42,0.232,0.293,0.304,0.597,60.0,55.0,5,4,2,1,0,caratvi01,0
5,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,carlesh01,0
677,564,111,145,42,0,36,81,4,1,102,158,0.257,0.374,0.523,0.897,143.0,295.0,0,6,0,4,17,carpema01,0
4,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,37.0,1.0,0,0,0,0,0,carraca01,0
156,140,15,41,10,0,4,16,0,2,12,32,0.293,0.355,0.45,0.805,115.0,63.0,5,2,1,1,1,casalcu01,0
3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cashnan01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,garcija01,0
678,620,88,185,46,5,23,89,2,1,49,151,0.298,0.354,0.5,0.854,128.0,310.0,8,6,0,3,5,casteni01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,castidi01,0
1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,castijo03,0
65,59,4,6,1,0,0,2,0,0,2,23,0.102,0.131,0.119,0.25,-32.0,7.0,0,0,4,0,0,castilu02,0
