PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional,MVP
181,170,17,44,7,0,6,15,1,0,9,46,0.259,0.304,0.406,0.71,94.0,69.0,7,2,0,0,0,castiwe01,0
47,46,2,8,1,0,1,6,0,0,1,7,0.174,0.191,0.261,0.452,13.0,12.0,2,0,0,0,1,castrda01,0
10,10,2,3,0,0,0,0,1,0,0,2,0.3,0.3,0.3,0.6,64.0,3.0,0,0,0,0,0,castrha01,0
74,63,4,9,3,0,1,3,0,0,9,26,0.143,0.257,0.238,0.495,37.0,15.0,2,1,0,1,0,castrja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,castrmi01,0
647,593,76,165,32,2,12,54,6,4,48,124,0.278,0.329,0.4,0.729,102.0,237.0,18,0,0,6,3,castrst01,0
309,283,54,75,16,2,13,45,2,1,18,102,0.265,0.313,0.473,0.786,111.0,134.0,2,3,2,3,2,caveja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cecilbr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cedenxa01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cedenxa01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cedenxa01,0
38,37,3,6,1,0,1,3,0,0,1,7,0.162,0.184,0.27,0.454,18.0,10.0,2,0,0,0,0,centeju01,0
404,332,39,86,15,3,12,57,2,3,51,84,0.259,0.378,0.431,0.809,123.0,143.0,7,15,2,4,1,cervefr01,0
157,141,20,37,6,0,9,29,3,0,13,50,0.262,0.325,0.496,0.821,126.0,70.0,1,1,0,2,2,cespeyo01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cessalu01,0
68,56,2,9,1,0,0,1,0,0,3,17,0.161,0.203,0.179,0.382,4.0,10.0,0,0,9,0,0,chacijh01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chafian01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chapmar01,0
616,547,100,152,42,6,24,68,1,2,58,146,0.278,0.356,0.508,0.864,137.0,278.0,18,9,0,2,0,chapmma01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,chargjt01,0
32,25,3,4,0,0,0,2,0,0,1,6,0.16,0.192,0.16,0.352,-4.0,4.0,0,0,6,0,0,chatwty01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,chaveje01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,chaveje01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,chaveje01,0
42,40,2,6,1,0,0,2,0,0,0,18,0.15,0.15,0.175,0.325,-10.0,7.0,0,0,2,0,0,chenwe02,0
426,360,48,80,15,1,18,65,2,0,45,140,0.222,0.338,0.419,0.757,99.0,151.0,7,19,0,2,0,chiriro01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,chiriyo01,0
95,84,11,27,6,1,1,9,1,0,8,12,0.321,0.394,0.452,0.846,129.0,38.0,2,2,1,0,1,chiselo01,0
221,190,25,50,14,1,10,32,2,0,26,55,0.263,0.357,0.505,0.863,135.0,96.0,1,3,0,2,1,choiji01,0
32,30,4,7,2,0,2,5,0,0,2,14,0.233,0.281,0.5,0.781,104.0,15.0,1,0,0,0,1,choiji01,0
189,160,21,43,12,1,8,27,2,0,24,41,0.269,0.37,0.506,0.877,141.0,81.0,0,3,0,2,0,choiji01,0
665,560,83,148,30,1,21,62,6,1,92,156,0.264,0.377,0.434,0.81,114.0,243.0,11,10,1,2,2,choosh01,0
4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cimbead01,0
4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cimbead01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cingrto01,0
6,6,1,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-11.0,1.0,0,0,0,0,0,cishest01,0
44,37,3,7,1,0,1,5,0,0,3,12,0.189,0.262,0.297,0.559,56.0,11.0,1,1,2,1,0,ciuffni01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,claudal01,0
4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,clevimi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,clippty01,0
3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,cloydty01,0
7,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-7.0,1.0,0,0,1,0,0,cobbal01,0
4,3,1,1,0,0,1,1,0,0,0,1,0.333,0.333,1.333,1.667,311.0,4.0,0,0,1,0,0,coleaj01,0
4,3,1,1,0,0,1,1,0,0,0,1,0.333,0.333,1.333,1.667,311.0,4.0,0,0,1,0,0,coleaj01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,coleaj01,0
9,9,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,colege01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,coleta01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,colemlo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,colliti01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,colomal01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,colomal01,0
4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,colonba01,0
638,543,78,132,25,1,28,82,3,4,84,159,0.243,0.35,0.448,0.797,122.0,243.0,10,7,0,4,8,confomi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,conlead01,0
3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,88.0,1.0,0,0,0,0,0,conlopj01,0
544,474,50,118,27,5,10,54,4,1,53,121,0.249,0.339,0.39,0.73,94.0,185.0,14,13,2,2,2,contrwi01,0
38,33,2,7,1,0,0,2,0,0,4,12,0.212,0.316,0.242,0.558,59.0,8.0,1,1,0,0,0,coopega03,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,copelsc01,0
67,61,1,12,1,0,0,5,0,0,2,25,0.197,0.222,0.213,0.435,17.0,13.0,3,0,4,0,0,corbipa01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,corcida01,0
40,37,3,4,1,0,1,4,0,0,0,15,0.108,0.125,0.216,0.341,-8.0,8.0,0,1,0,2,0,cordery01,0
154,139,19,33,5,1,7,19,5,2,14,55,0.237,0.307,0.439,0.746,105.0,61.0,1,0,1,0,0,cordefr02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cordeji01,0
468,402,60,96,20,1,15,65,3,0,53,111,0.239,0.323,0.405,0.728,99.0,163.0,17,2,0,11,3,correca01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,couloda01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,coveydy01,0
124,112,7,15,7,1,1,10,1,0,10,44,0.134,0.21,0.241,0.451,25.0,27.0,2,1,0,1,0,cowarka01,0
253,224,29,49,13,2,5,18,0,0,19,42,0.219,0.296,0.362,0.658,81.0,81.0,7,7,0,3,0,cozarza01,0
44,38,2,6,2,0,1,2,1,0,6,24,0.158,0.273,0.289,0.562,52.0,11.0,0,0,0,0,0,cozendy01,0
594,531,63,135,28,2,14,54,4,5,50,122,0.254,0.325,0.394,0.719,100.0,209.0,12,8,0,5,13,crawfbr01,0
138,117,17,25,6,3,3,12,2,0,13,37,0.214,0.319,0.393,0.712,90.0,46.0,2,5,2,0,0,crawfjp01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,crickky01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,crockky01,0
560,501,68,127,28,1,30,74,1,2,37,145,0.253,0.323,0.493,0.816,123.0,247.0,11,17,0,5,2,croncj01,0
591,519,70,133,18,1,37,97,1,0,55,122,0.256,0.342,0.509,0.85,135.0,264.0,15,14,0,3,5,cruzne02,0
26,26,2,4,1,0,1,2,0,0,0,11,0.154,0.154,0.308,0.462,20.0,8.0,4,0,0,0,0,cruzto03,0
13,12,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,cuetojo01,0
153,146,16,34,4,1,2,10,1,0,6,24,0.233,0.268,0.315,0.583,48.0,46.0,1,1,0,0,1,cuevano01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cuevawi01,0
322,296,47,80,18,2,12,45,4,2,21,85,0.27,0.326,0.466,0.792,111.0,138.0,5,4,0,1,5,culbech01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,curtiza01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,curtiza01,0
117,103,11,20,2,0,3,7,0,1,11,23,0.194,0.282,0.301,0.583,61.0,31.0,5,2,0,1,0,cuthbch01,0
100,93,9,20,5,0,3,9,2,1,4,37,0.215,0.253,0.366,0.618,70.0,34.0,0,1,1,1,0,darnach01,0
16,15,1,3,0,0,1,3,0,0,1,5,0.2,0.25,0.4,0.65,79.0,6.0,0,0,0,0,0,darnatr01,0
271,249,31,68,11,3,16,48,5,3,19,68,0.273,0.325,0.534,0.859,113.0,133.0,4,1,0,2,4,dahlda01,0
14,12,0,1,1,0,0,0,0,0,0,7,0.083,0.083,0.167,0.25,-36.0,2.0,0,0,2,0,0,darviyu01,0
496,434,51,99,23,0,20,62,0,0,52,165,0.228,0.319,0.419,0.738,102.0,182.0,8,7,0,3,0,davidma02,0
19,15,0,1,0,0,0,0,0,0,0,8,0.067,0.067,0.067,0.133,-64.0,1.0,0,0,4,0,0,davieza02,0
3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,davisau01,0
522,470,40,79,12,0,16,49,2,0,41,192,0.168,0.243,0.296,0.539,49.0,139.0,5,7,0,4,2,davisch02,0
113,103,9,18,2,0,1,5,0,0,10,29,0.175,0.248,0.223,0.471,32.0,23.0,3,0,0,0,0,davisjd01,0
27,25,3,5,1,0,0,0,3,0,1,6,0.2,0.259,0.24,0.499,40.0,6.0,2,1,0,0,0,davisjo05,0
654,576,98,142,28,1,48,123,0,0,59,175,0.247,0.326,0.549,0.874,137.0,316.0,16,12,0,7,5,daviskh01,0
216,196,33,44,6,1,1,6,21,7,11,48,0.224,0.278,0.281,0.559,53.0,55.0,2,4,4,1,0,davisra01,0
6,5,0,2,0,0,0,2,0,0,0,1,0.4,0.333,0.4,0.733,95.0,2.0,0,0,0,1,0,davista01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,daviswa01,0
2,1,1,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,50.0,0.0,0,0,0,0,0,rosajo01,0
2,1,1,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,50.0,0.0,0,0,0,0,0,rosajo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,rosajo01,0
5,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,2,0,0,delosen01,0
122,113,16,25,4,0,4,14,1,0,7,22,0.221,0.279,0.363,0.642,77.0,41.0,1,2,0,0,0,deanau01,0
74,67,1,11,1,0,0,5,0,0,4,25,0.164,0.211,0.179,0.39,11.0,12.0,1,0,3,0,0,degroja01,0
490,436,68,105,25,1,19,68,1,1,36,123,0.241,0.313,0.433,0.746,102.0,189.0,6,12,0,5,2,dejonpa01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,delgara01,0
318,284,31,61,11,5,8,25,1,2,27,80,0.215,0.296,0.373,0.669,84.0,106.0,7,6,0,1,1,delmoni01,0
21,18,0,0,0,0,0,1,0,0,2,9,0.0,0.095,0.0,0.095,-70.0,0.0,0,0,0,1,0,dendema01,0
423,349,54,83,22,4,13,57,0,1,64,110,0.238,0.353,0.436,0.789,108.0,152.0,2,2,0,7,2,descada01,0
46,42,3,6,0,0,1,4,0,0,0,25,0.143,0.143,0.214,0.357,-6.0,9.0,0,0,4,0,0,desclan01,0
393,334,52,72,14,1,2,22,20,4,43,83,0.216,0.31,0.281,0.591,58.0,94.0,1,3,12,1,0,deshide02,0
619,555,82,131,21,8,22,88,20,6,53,146,0.236,0.307,0.422,0.729,83.0,234.0,17,6,1,4,0,desmoia01,0
5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,12.0,1.0,0,0,0,0,0,despaod01,0
4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,40.0,1.0,0,0,0,0,0,despaod01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,despaod01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,devench02,0
490,450,59,108,24,0,21,66,5,2,38,121,0.24,0.298,0.433,0.731,94.0,195.0,9,0,0,2,6,deverra01,0
452,422,55,111,26,0,18,55,3,4,23,62,0.263,0.303,0.453,0.756,105.0,191.0,9,3,0,4,2,diazal02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,diazed04,0
277,252,33,72,12,0,10,34,0,1,21,40,0.286,0.339,0.452,0.792,116.0,114.0,4,1,0,3,1,diazel01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,diazmi02,0
120,109,15,34,5,2,1,15,0,0,11,19,0.312,0.375,0.422,0.797,116.0,46.0,6,0,0,0,1,diazya01,0
533,504,65,151,35,7,13,55,8,3,21,80,0.3,0.33,0.474,0.804,119.0,239.0,14,4,0,4,4,dickeco01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,diekmja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,diekmja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,diekmja01,0
551,499,72,132,26,2,16,45,2,0,29,140,0.265,0.33,0.421,0.751,107.0,210.0,5,21,0,2,2,dietrde01,0
456,408,55,94,14,7,7,42,10,3,39,82,0.23,0.298,0.35,0.649,71.0,143.0,8,2,3,4,5,difowi01,0
124,118,14,21,6,0,5,10,0,0,6,43,0.178,0.218,0.356,0.574,51.0,42.0,2,0,0,0,0,dixonbr01,0
2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,52.0,0.0,0,0,0,0,0,dominse01,0
219,187,30,46,14,0,8,23,2,0,31,54,0.246,0.352,0.449,0.801,119.0,84.0,3,0,0,1,2,donaljo02,0
159,137,22,32,11,0,5,16,2,0,21,44,0.234,0.333,0.423,0.757,108.0,58.0,1,0,0,1,2,donaljo02,0
60,50,8,14,3,0,3,7,0,0,10,10,0.28,0.4,0.52,0.92,147.0,26.0,2,0,0,0,0,donaljo02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,doolise01,0
632,553,81,119,30,2,21,72,12,3,70,129,0.215,0.305,0.391,0.696,89.0,216.0,12,4,0,5,1,doziebr01,0
462,410,65,93,21,2,16,52,8,3,46,96,0.227,0.307,0.405,0.712,93.0,166.0,7,3,0,3,1,doziebr01,0
170,143,16,26,9,0,5,20,4,0,24,33,0.182,0.3,0.35,0.65,77.0,50.0,5,1,0,2,0,doziebr01,0
388,362,36,83,19,4,11,34,2,3,24,109,0.229,0.278,0.395,0.673,82.0,143.0,12,1,0,1,0,doziehu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,drakeol01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,drakeol01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,drakeol01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,drakeol01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,drakeol01,0
86,77,5,13,4,0,1,10,0,0,7,20,0.169,0.256,0.26,0.516,43.0,20.0,5,2,0,0,0,drurybr01,0
57,51,2,9,2,0,1,7,0,0,5,12,0.176,0.263,0.275,0.538,48.0,14.0,4,1,0,0,0,drurybr01,0
29,26,3,4,2,0,0,3,0,0,2,8,0.154,0.241,0.231,0.472,32.0,6.0,1,1,0,0,0,drurybr01,0
367,328,35,79,14,1,14,50,1,0,28,102,0.241,0.313,0.418,0.731,98.0,137.0,5,8,0,3,2,dudalu01,0
345,310,34,75,12,1,13,48,1,0,24,95,0.242,0.31,0.413,0.723,96.0,128.0,4,8,0,3,2,dudalu01,0
22,18,1,4,2,0,1,2,0,0,4,7,0.222,0.364,0.5,0.864,130.0,9.0,1,0,0,0,0,dudalu01,0
2,1,1,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,51.0,0.0,0,0,0,0,0,duensbr01,0
2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,duffyda01,0
560,503,59,148,22,1,4,44,12,6,47,93,0.294,0.361,0.366,0.727,104.0,184.0,12,7,1,2,1,duffyma01,0
152,141,20,36,11,1,2,17,5,1,10,44,0.255,0.303,0.39,0.693,92.0,55.0,0,0,0,1,1,duggast01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,dukeza01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,dukeza01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dukeza01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dullry01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dunnmi01,0
427,384,48,75,20,0,15,61,2,2,37,117,0.195,0.274,0.365,0.639,70.0,140.0,9,5,0,1,3,duvalad01,0
370,331,40,68,19,0,15,61,2,2,34,100,0.205,0.286,0.399,0.685,82.0,132.0,8,4,0,1,3,duvalad01,0
57,53,8,7,1,0,0,0,0,0,3,17,0.132,0.193,0.151,0.344,-5.0,8.0,1,1,0,0,0,duvalad01,0
237,206,29,39,4,2,2,12,16,3,27,34,0.189,0.282,0.257,0.539,45.0,53.0,3,0,3,1,2,dysonja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,dysonsa01,0
370,319,55,96,18,1,5,33,9,1,38,64,0.301,0.394,0.411,0.805,114.0,131.0,2,11,2,0,0,eatonad02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,edwarca01,0
50,44,3,4,0,0,1,1,0,0,0,31,0.091,0.091,0.159,0.25,-35.0,7.0,0,0,6,0,0,eflinza01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,eickhje01,0
2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,184.0,1.0,0,0,0,0,0,eliasro01,0
183,151,19,41,8,0,1,15,0,0,26,37,0.272,0.378,0.344,0.722,104.0,52.0,2,1,3,2,1,ellisaj01,0
579,500,74,123,16,1,32,107,3,0,63,132,0.246,0.336,0.474,0.81,116.0,237.0,14,8,0,7,2,encared01,0
463,429,49,101,17,4,6,29,16,8,18,129,0.235,0.279,0.336,0.614,69.0,144.0,1,8,7,1,0,engelad01,0
10,9,2,1,0,0,0,1,0,0,1,7,0.111,0.2,0.111,0.311,-10.0,1.0,0,0,0,0,0,eovalna01,0
7,7,1,1,0,0,0,1,0,0,0,5,0.143,0.143,0.143,0.286,-20.0,1.0,0,0,0,0,0,eovalna01,0
3,2,1,0,0,0,0,0,0,0,1,2,0.0,0.333,0.0,0.333,3.0,0.0,0,0,0,0,0,eovalna01,0
27,23,1,5,0,0,0,0,0,0,1,11,0.217,0.25,0.217,0.467,33.0,5.0,0,0,3,0,0,erlinro01,0
247,218,27,55,10,1,7,31,6,1,20,60,0.252,0.324,0.404,0.728,94.0,88.0,5,5,0,4,1,ervinph01,0
531,485,54,112,22,3,4,34,8,2,29,74,0.231,0.279,0.313,0.593,63.0,152.0,14,5,8,4,1,escobal02,0
631,566,75,154,48,3,23,84,2,4,52,126,0.272,0.334,0.489,0.824,119.0,277.0,12,5,0,8,8,escobed01,0
408,368,45,101,37,3,15,63,1,3,34,91,0.274,0.338,0.514,0.852,128.0,189.0,7,3,0,3,6,escobed01,0
223,198,30,53,11,0,8,21,1,1,18,35,0.268,0.327,0.444,0.772,102.0,88.0,5,2,0,5,2,escobed01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,estrama01,0
23,21,1,3,0,0,0,1,1,0,2,8,0.143,0.217,0.143,0.36,4.0,3.0,1,0,0,0,0,evansph01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,familje01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,familje01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,farmebu01,0
77,68,1,16,4,1,0,9,0,0,5,15,0.235,0.312,0.324,0.635,74.0,22.0,1,3,0,1,1,farmeky01,0
5,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,farrelu01,0
17,16,1,1,0,0,0,0,0,0,1,5,0.063,0.118,0.063,0.18,-50.0,1.0,1,0,0,0,0,feddeer01,0
42,40,5,9,4,0,1,4,0,0,2,16,0.225,0.262,0.4,0.662,78.0,16.0,1,0,0,0,0,federti01,0
35,34,4,7,3,0,0,2,0,0,1,13,0.206,0.229,0.294,0.523,43.0,10.0,1,0,0,0,0,federti01,0
7,6,1,2,1,0,1,2,0,0,1,3,0.333,0.429,1.0,1.429,268.0,6.0,0,0,0,0,0,federti01,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,felizmi01,0
5,5,0,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,10.0,1.0,1,0,0,0,0,ferguca01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,fernajo04,0
123,116,9,31,8,0,2,11,1,0,6,15,0.267,0.309,0.388,0.697,92.0,45.0,2,1,0,0,0,fernajo03,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,festama01,0
233,221,28,49,13,0,9,21,4,0,7,72,0.222,0.254,0.403,0.657,78.0,89.0,3,3,1,1,0,fieldjo04,0
179,169,20,36,9,0,6,14,4,0,7,58,0.213,0.253,0.373,0.626,71.0,63.0,3,2,1,0,0,fieldjo04,0
54,52,8,13,4,0,3,7,0,0,0,14,0.25,0.259,0.5,0.759,101.0,26.0,0,1,0,1,0,fieldjo04,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,fieldjo03,0
5,4,0,1,1,0,0,1,0,0,0,3,0.25,0.25,0.5,0.75,98.0,2.0,0,0,1,0,0,fillmhe01,0
7,7,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,finnebr01,0
86,79,13,13,2,2,4,11,2,0,5,42,0.165,0.209,0.392,0.602,61.0,31.0,0,0,0,2,0,fishede01,0
52,46,2,7,0,0,0,0,0,0,2,20,0.152,0.188,0.152,0.34,-5.0,7.0,0,0,4,0,0,flaheja01,0
182,161,17,35,6,0,2,13,4,2,18,41,0.217,0.298,0.292,0.59,61.0,47.0,5,1,1,1,4,flahery01,0
307,284,35,78,18,2,1,25,3,0,15,34,0.275,0.316,0.363,0.678,88.0,103.0,7,3,3,2,0,fletcda02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,flexech01,0
429,386,43,103,25,0,11,51,0,0,29,42,0.267,0.319,0.417,0.736,105.0,161.0,8,5,0,9,1,florewi01,0
76,71,13,16,6,1,2,5,1,2,5,30,0.225,0.276,0.423,0.699,84.0,30.0,0,0,0,0,0,floripe01,0
5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,florody01,0
5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,0,0,florody01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,florody01,0
296,251,34,57,9,0,8,30,0,0,35,76,0.227,0.341,0.359,0.7,90.0,90.0,6,9,0,1,0,flowety01,0
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,flynnbr01,0
66,58,3,3,1,0,0,4,0,0,0,41,0.052,0.052,0.069,0.121,-68.0,4.0,0,0,8,0,0,foltymi01,0
2,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,2,0,0,fontwi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,fontwi01,0
2,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,2,0,0,fontwi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,fontwi01,0
12,11,1,1,0,0,1,1,0,0,1,6,0.091,0.167,0.364,0.53,41.0,4.0,0,0,0,0,0,fontano01,0
416,371,37,86,16,0,2,27,3,0,41,83,0.232,0.313,0.291,0.604,67.0,108.0,10,3,0,1,1,forsylo01,0
211,193,18,40,10,0,2,13,2,0,17,43,0.207,0.27,0.29,0.56,54.0,56.0,5,0,0,1,1,forsylo01,0
205,178,19,46,6,0,0,14,1,0,24,40,0.258,0.356,0.292,0.648,81.0,52.0,5,3,0,0,0,forsylo01,0
334,289,40,52,10,0,8,31,5,2,38,75,0.18,0.278,0.298,0.576,59.0,86.0,2,3,0,4,0,fowlede01,0
203,192,19,43,3,2,6,23,6,4,8,47,0.224,0.256,0.354,0.61,68.0,68.0,2,1,0,2,0,fowledu01,0
